"Country Name","Country Code","Indicator Name.x","Indicator Code.x","Year","Internet pop on global","Region","IncomeGroup","SpecialNotes","TableName","Indicator Name.y","Indicator Code.y","2020","Country_population"
"Congo, Dem. Rep.","COD",NA,NA,2013,0.000218964212153047,"Sub-Saharan Africa","Low income",NA,"Congo, Dem. Rep.","Population, total","SP.POP.TOTL",NA,71358807
"Congo, Dem. Rep.","COD",NA,NA,2014,0.000305066538959399,"Sub-Saharan Africa","Low income",NA,"Congo, Dem. Rep.","Population, total","SP.POP.TOTL",NA,73767447
"Congo, Dem. Rep.","COD",NA,NA,2015,0.000394781403670679,"Sub-Saharan Africa","Low income",NA,"Congo, Dem. Rep.","Population, total","SP.POP.TOTL",NA,76244544
"Congo, Dem. Rep.","COD",NA,NA,2016,0.000659022004843748,"Sub-Saharan Africa","Low income",NA,"Congo, Dem. Rep.","Population, total","SP.POP.TOTL",NA,78789127
"Congo, Dem. Rep.","COD",NA,NA,2017,0.000934398390367958,"Sub-Saharan Africa","Low income",NA,"Congo, Dem. Rep.","Population, total","SP.POP.TOTL",NA,81398764
"Congo, Dem. Rep.","COD",NA,NA,2018,0,"Sub-Saharan Africa","Low income",NA,"Congo, Dem. Rep.","Population, total","SP.POP.TOTL",NA,84068091
"Congo, Dem. Rep.","COD",NA,NA,2019,0,"Sub-Saharan Africa","Low income",NA,"Congo, Dem. Rep.","Population, total","SP.POP.TOTL",NA,86790567
"Congo, Rep.","COG",NA,NA,2000,0.000000134801432850906,"Sub-Saharan Africa","Lower middle income",NA,"Congo, Rep.","Population, total","SP.POP.TOTL",NA,3127411
"Congo, Rep.","COG",NA,NA,2001,0.000000167418360421518,"Sub-Saharan Africa","Lower middle income",NA,"Congo, Rep.","Population, total","SP.POP.TOTL",NA,3217933
"Congo, Rep.","COG",NA,NA,2002,0.000000829869690639364,"Sub-Saharan Africa","Lower middle income",NA,"Congo, Rep.","Population, total","SP.POP.TOTL",NA,3310387
"Congo, Rep.","COG",NA,NA,2003,0.00000246735119246614,"Sub-Saharan Africa","Lower middle income",NA,"Congo, Rep.","Population, total","SP.POP.TOTL",NA,3406922
"Congo, Rep.","COG",NA,NA,2004,0.00000588123486886477,"Sub-Saharan Africa","Lower middle income",NA,"Congo, Rep.","Population, total","SP.POP.TOTL",NA,3510468
"Congo, Rep.","COG",NA,NA,2005,0.00000814165614941929,"Sub-Saharan Africa","Lower middle income",NA,"Congo, Rep.","Population, total","SP.POP.TOTL",NA,3622775
"Congo, Rep.","COG",NA,NA,2006,0.0000114068083974688,"Sub-Saharan Africa","Lower middle income",NA,"Congo, Rep.","Population, total","SP.POP.TOTL",NA,3745141
"Congo, Rep.","COG",NA,NA,2007,0.0000160272942202543,"Sub-Saharan Africa","Lower middle income",NA,"Congo, Rep.","Population, total","SP.POP.TOTL",NA,3876119
"Congo, Rep.","COG",NA,NA,2008,0.0000254539483945114,"Sub-Saharan Africa","Lower middle income",NA,"Congo, Rep.","Population, total","SP.POP.TOTL",NA,4011486
"Congo, Rep.","COG",NA,NA,2009,0.0000272740067104121,"Sub-Saharan Africa","Lower middle income",NA,"Congo, Rep.","Population, total","SP.POP.TOTL",NA,4145391
"Congo, Rep.","COG",NA,NA,2010,0.0000308712097239198,"Sub-Saharan Africa","Lower middle income",NA,"Congo, Rep.","Population, total","SP.POP.TOTL",NA,4273731
"Congo, Rep.","COG",NA,NA,2011,0.0000351443938532832,"Sub-Saharan Africa","Lower middle income",NA,"Congo, Rep.","Population, total","SP.POP.TOTL",NA,4394844
"Congo, Rep.","COG",NA,NA,2012,0.000038870071908765,"Sub-Saharan Africa","Lower middle income",NA,"Congo, Rep.","Population, total","SP.POP.TOTL",NA,4510198
"Congo, Rep.","COG",NA,NA,2013,0.0000425547705836856,"Sub-Saharan Africa","Lower middle income",NA,"Congo, Rep.","Population, total","SP.POP.TOTL",NA,4622761
"Congo, Rep.","COG",NA,NA,2014,0.0000464279137119923,"Sub-Saharan Africa","Lower middle income",NA,"Congo, Rep.","Population, total","SP.POP.TOTL",NA,4736974
"Congo, Rep.","COG",NA,NA,2015,0.0000503937921061398,"Sub-Saharan Africa","Lower middle income",NA,"Congo, Rep.","Population, total","SP.POP.TOTL",NA,4856095
"Congo, Rep.","COG",NA,NA,2016,0.0000544904722016031,"Sub-Saharan Africa","Lower middle income",NA,"Congo, Rep.","Population, total","SP.POP.TOTL",NA,4980999
"Congo, Rep.","COG",NA,NA,2017,0.0000588719555292596,"Sub-Saharan Africa","Lower middle income",NA,"Congo, Rep.","Population, total","SP.POP.TOTL",NA,5110702
"Congo, Rep.","COG",NA,NA,2018,0,"Sub-Saharan Africa","Lower middle income",NA,"Congo, Rep.","Population, total","SP.POP.TOTL",NA,5244363
"Congo, Rep.","COG",NA,NA,2019,0,"Sub-Saharan Africa","Lower middle income",NA,"Congo, Rep.","Population, total","SP.POP.TOTL",NA,5380508
"Colombia","COL",NA,NA,2000,0.000143080957157621,"Latin America & Caribbean","Upper middle income",NA,"Colombia","Population, total","SP.POP.TOTL",NA,39629965
"Colombia","COL",NA,NA,2001,0.000185509585714897,"Latin America & Caribbean","Upper middle income",NA,"Colombia","Population, total","SP.POP.TOTL",NA,40255956
"Colombia","COL",NA,NA,2002,0.000299751433922719,"Latin America & Caribbean","Upper middle income",NA,"Colombia","Population, total","SP.POP.TOTL",NA,40875363
"Colombia","COL",NA,NA,2003,0.000482567446293702,"Latin America & Caribbean","Upper middle income",NA,"Colombia","Population, total","SP.POP.TOTL",NA,41483872
"Colombia","COL",NA,NA,2004,0.000596555242166389,"Latin America & Caribbean","Upper middle income",NA,"Colombia","Population, total","SP.POP.TOTL",NA,42075953
"Colombia","COL",NA,NA,2005,0.000720904438369196,"Latin America & Caribbean","Upper middle income",NA,"Colombia","Population, total","SP.POP.TOTL",NA,42647731
"Colombia","COL",NA,NA,2006,0.00100530994969536,"Latin America & Caribbean","Upper middle income",NA,"Colombia","Population, total","SP.POP.TOTL",NA,43200901
"Colombia","COL",NA,NA,2007,0.00142860154049989,"Latin America & Caribbean","Upper middle income",NA,"Colombia","Population, total","SP.POP.TOTL",NA,43737512
"Colombia","COL",NA,NA,2008,0.00167666685023376,"Latin America & Caribbean","Upper middle income",NA,"Colombia","Population, total","SP.POP.TOTL",NA,44254972
"Colombia","COL",NA,NA,2009,0.00196284383159884,"Latin America & Caribbean","Upper middle income",NA,"Colombia","Population, total","SP.POP.TOTL",NA,44750054
"Colombia","COL",NA,NA,2010,0.00238465635841565,"Latin America & Caribbean","Upper middle income",NA,"Colombia","Population, total","SP.POP.TOTL",NA,45222699
"Colombia","COL",NA,NA,2011,0.00263111600342778,"Latin America & Caribbean","Upper middle income",NA,"Colombia","Population, total","SP.POP.TOTL",NA,45662747
"Colombia","COL",NA,NA,2012,0.00318496324839807,"Latin America & Caribbean","Upper middle income",NA,"Colombia","Population, total","SP.POP.TOTL",NA,46075721
"Colombia","COL",NA,NA,2013,0.00335277390777477,"Latin America & Caribbean","Upper middle income",NA,"Colombia","Population, total","SP.POP.TOTL",NA,46495492
"Colombia","COL",NA,NA,2014,0.00340365782068566,"Latin America & Caribbean","Upper middle income",NA,"Colombia","Population, total","SP.POP.TOTL",NA,46967706
"Colombia","COL",NA,NA,2015,0.00361990640127552,"Latin America & Caribbean","Upper middle income",NA,"Colombia","Population, total","SP.POP.TOTL",NA,47520667
"Colombia","COL",NA,NA,2016,0.0037723747721344,"Latin America & Caribbean","Upper middle income",NA,"Colombia","Population, total","SP.POP.TOTL",NA,48175048
"Colombia","COL",NA,NA,2017,0.00405523806810705,"Latin America & Caribbean","Upper middle income",NA,"Colombia","Population, total","SP.POP.TOTL",NA,48909844
"Colombia","COL",NA,NA,2018,0.00419464215482845,"Latin America & Caribbean","Upper middle income",NA,"Colombia","Population, total","SP.POP.TOTL",NA,49661056
"Colombia","COL",NA,NA,2019,0.00426447419787771,"Latin America & Caribbean","Upper middle income",NA,"Colombia","Population, total","SP.POP.TOTL",NA,50339443
"Comoros","COM",NA,NA,2000,0.00000024104089756049,"Sub-Saharan Africa","Lower middle income",NA,"Comoros","Population, total","SP.POP.TOTL",NA,542357
"Comoros","COM",NA,NA,2001,0.000000397658127193092,"Sub-Saharan Africa","Lower middle income",NA,"Comoros","Population, total","SP.POP.TOTL",NA,555888
"Comoros","COM",NA,NA,2002,0.000000503744733866948,"Sub-Saharan Africa","Lower middle income",NA,"Comoros","Population, total","SP.POP.TOTL",NA,569479
"Comoros","COM",NA,NA,2003,0.000000778782322864506,"Sub-Saharan Africa","Lower middle income",NA,"Comoros","Population, total","SP.POP.TOTL",NA,583211
"Comoros","COM",NA,NA,2004,0.000001232543871579,"Sub-Saharan Africa","Lower middle income",NA,"Comoros","Population, total","SP.POP.TOTL",NA,597228
"Comoros","COM",NA,NA,2005,0.00000187853389346882,"Sub-Saharan Africa","Lower middle income",NA,"Comoros","Population, total","SP.POP.TOTL",NA,611627
"Comoros","COM",NA,NA,2006,0.00000209038448526848,"Sub-Saharan Africa","Lower middle income",NA,"Comoros","Population, total","SP.POP.TOTL",NA,626425
"Comoros","COM",NA,NA,2007,0.00000240335788974614,"Sub-Saharan Africa","Lower middle income",NA,"Comoros","Population, total","SP.POP.TOTL",NA,641620
"Comoros","COM",NA,NA,2008,0.00000291798271694835,"Sub-Saharan Africa","Lower middle income",NA,"Comoros","Population, total","SP.POP.TOTL",NA,657229
"Comoros","COM",NA,NA,2009,0.00000344521734997277,"Sub-Saharan Africa","Lower middle income",NA,"Comoros","Population, total","SP.POP.TOTL",NA,673252
"Comoros","COM",NA,NA,2010,0.00000508161578359702,"Sub-Saharan Africa","Lower middle income",NA,"Comoros","Population, total","SP.POP.TOTL",NA,689692
"Comoros","COM",NA,NA,2011,0.00000554934640101895,"Sub-Saharan Africa","Lower middle income",NA,"Comoros","Population, total","SP.POP.TOTL",NA,706569
"Comoros","COM",NA,NA,2012,0.00000610427554232866,"Sub-Saharan Africa","Lower middle income",NA,"Comoros","Population, total","SP.POP.TOTL",NA,723871
"Comoros","COM",NA,NA,2013,0.00000672249236722261,"Sub-Saharan Africa","Lower middle income",NA,"Comoros","Population, total","SP.POP.TOTL",NA,741505
"Comoros","COM",NA,NA,2014,0.00000730682764698922,"Sub-Saharan Africa","Lower middle income",NA,"Comoros","Population, total","SP.POP.TOTL",NA,759390
"Comoros","COM",NA,NA,2015,0.00000790155054481378,"Sub-Saharan Africa","Lower middle income",NA,"Comoros","Population, total","SP.POP.TOTL",NA,777424
"Comoros","COM",NA,NA,2016,0.00000850673692494265,"Sub-Saharan Africa","Lower middle income",NA,"Comoros","Population, total","SP.POP.TOTL",NA,795592
"Comoros","COM",NA,NA,2017,0.00000918926363453085,"Sub-Saharan Africa","Lower middle income",NA,"Comoros","Population, total","SP.POP.TOTL",NA,813892
"Comoros","COM",NA,NA,2018,0,"Sub-Saharan Africa","Lower middle income",NA,"Comoros","Population, total","SP.POP.TOTL",NA,832322
"Comoros","COM",NA,NA,2019,0,"Sub-Saharan Africa","Lower middle income",NA,"Comoros","Population, total","SP.POP.TOTL",NA,850886
"Cabo Verde","CPV",NA,NA,2000,0.00000127626128075285,"Sub-Saharan Africa","Lower middle income",NA,"Cabo Verde","Population, total","SP.POP.TOTL",NA,428188
"Cabo Verde","CPV",NA,NA,2001,0.00000188906302128875,"Sub-Saharan Africa","Lower middle income",NA,"Cabo Verde","Population, total","SP.POP.TOTL",NA,435709
"Cabo Verde","CPV",NA,NA,2002,0.00000248477345813041,"Sub-Saharan Africa","Lower middle income",NA,"Cabo Verde","Population, total","SP.POP.TOTL",NA,442951
"Cabo Verde","CPV",NA,NA,2003,0.0000030634945211881,"Sub-Saharan Africa","Lower middle income",NA,"Cabo Verde","Population, total","SP.POP.TOTL",NA,449930
"Cabo Verde","CPV",NA,NA,2004,0.00000377617918544333,"Sub-Saharan Africa","Lower middle income",NA,"Cabo Verde","Population, total","SP.POP.TOTL",NA,456617
"Cabo Verde","CPV",NA,NA,2005,0.00000431911146721343,"Sub-Saharan Africa","Lower middle income",NA,"Cabo Verde","Population, total","SP.POP.TOTL",NA,463032
"Cabo Verde","CPV",NA,NA,2006,0.00000484554134214967,"Sub-Saharan Africa","Lower middle income",NA,"Cabo Verde","Population, total","SP.POP.TOTL",NA,469170
"Cabo Verde","CPV",NA,NA,2007,0.00000589587404587093,"Sub-Saharan Africa","Lower middle income",NA,"Cabo Verde","Population, total","SP.POP.TOTL",NA,475060
"Cabo Verde","CPV",NA,NA,2008,0.00000996265687107553,"Sub-Saharan Africa","Lower middle income",NA,"Cabo Verde","Population, total","SP.POP.TOTL",NA,480842
"Cabo Verde","CPV",NA,NA,2009,0.0000149425835163825,"Sub-Saharan Africa","Lower middle income",NA,"Cabo Verde","Population, total","SP.POP.TOTL",NA,486671
"Cabo Verde","CPV",NA,NA,2010,0.0000213520574252258,"Sub-Saharan Africa","Lower middle income",NA,"Cabo Verde","Population, total","SP.POP.TOTL",NA,492654
"Cabo Verde","CPV",NA,NA,2011,0.0000227955326612905,"Sub-Saharan Africa","Lower middle income",NA,"Cabo Verde","Population, total","SP.POP.TOTL",NA,498856
"Cabo Verde","CPV",NA,NA,2012,0.0000247706126072716,"Sub-Saharan Africa","Lower middle income",NA,"Cabo Verde","Population, total","SP.POP.TOTL",NA,505235
"Cabo Verde","CPV",NA,NA,2013,0.0000267664206627174,"Sub-Saharan Africa","Lower middle income",NA,"Cabo Verde","Population, total","SP.POP.TOTL",NA,511748
"Cabo Verde","CPV",NA,NA,2014,0.0000287632244297801,"Sub-Saharan Africa","Lower middle income",NA,"Cabo Verde","Population, total","SP.POP.TOTL",NA,518269
"Cabo Verde","CPV",NA,NA,2015,0.0000305187055898383,"Sub-Saharan Africa","Lower middle income",NA,"Cabo Verde","Population, total","SP.POP.TOTL",NA,524743
"Cabo Verde","CPV",NA,NA,2016,0.0000360016751210606,"Sub-Saharan Africa","Lower middle income",NA,"Cabo Verde","Population, total","SP.POP.TOTL",NA,531146
"Cabo Verde","CPV",NA,NA,2017,0.0000409163013089815,"Sub-Saharan Africa","Lower middle income",NA,"Cabo Verde","Population, total","SP.POP.TOTL",NA,537497
"Cabo Verde","CPV",NA,NA,2018,0,"Sub-Saharan Africa","Lower middle income",NA,"Cabo Verde","Population, total","SP.POP.TOTL",NA,543767
"Cabo Verde","CPV",NA,NA,2019,0,"Sub-Saharan Africa","Lower middle income",NA,"Cabo Verde","Population, total","SP.POP.TOTL",NA,549935
"Costa Rica","CRI",NA,NA,2000,0.0000375883385690581,"Latin America & Caribbean","Upper middle income",NA,"Costa Rica","Population, total","SP.POP.TOTL",NA,3962372
"Costa Rica","CRI",NA,NA,2001,0.0000622629996452256,"Latin America & Caribbean","Upper middle income",NA,"Costa Rica","Population, total","SP.POP.TOTL",NA,4034074
"Costa Rica","CRI",NA,NA,2002,0.000130066165102437,"Latin America & Caribbean","Upper middle income",NA,"Costa Rica","Population, total","SP.POP.TOTL",NA,4100925
"Costa Rica","CRI",NA,NA,2003,0.000133299461196453,"Latin America & Caribbean","Upper middle income",NA,"Costa Rica","Population, total","SP.POP.TOTL",NA,4164053
"Costa Rica","CRI",NA,NA,2004,0.000136593350368077,"Latin America & Caribbean","Upper middle income",NA,"Costa Rica","Population, total","SP.POP.TOTL",NA,4225155
"Costa Rica","CRI",NA,NA,2005,0.000145246750812711,"Latin America & Caribbean","Upper middle income",NA,"Costa Rica","Population, total","SP.POP.TOTL",NA,4285502
"Costa Rica","CRI",NA,NA,2006,0.000165439455390928,"Latin America & Caribbean","Upper middle income",NA,"Costa Rica","Population, total","SP.POP.TOTL",NA,4345412
"Costa Rica","CRI",NA,NA,2007,0.000187425259641276,"Latin America & Caribbean","Upper middle income",NA,"Costa Rica","Population, total","SP.POP.TOTL",NA,4404628
"Costa Rica","CRI",NA,NA,2008,0.000213280837629148,"Latin America & Caribbean","Upper middle income",NA,"Costa Rica","Population, total","SP.POP.TOTL",NA,4463125
"Costa Rica","CRI",NA,NA,2009,0.000226910327584252,"Latin America & Caribbean","Upper middle income",NA,"Costa Rica","Population, total","SP.POP.TOTL",NA,4520740
"Costa Rica","CRI",NA,NA,2010,0.000241371563262332,"Latin America & Caribbean","Upper middle income",NA,"Costa Rica","Population, total","SP.POP.TOTL",NA,4577378
"Costa Rica","CRI",NA,NA,2011,0.000259427549174454,"Latin America & Caribbean","Upper middle income",NA,"Costa Rica","Population, total","SP.POP.TOTL",NA,4633086
"Costa Rica","CRI",NA,NA,2012,0.000314264060319385,"Latin America & Caribbean","Upper middle income",NA,"Costa Rica","Population, total","SP.POP.TOTL",NA,4688000
"Costa Rica","CRI",NA,NA,2013,0.000303986464540662,"Latin America & Caribbean","Upper middle income",NA,"Costa Rica","Population, total","SP.POP.TOTL",NA,4742107
"Costa Rica","CRI",NA,NA,2014,0.000350355478684098,"Latin America & Caribbean","Upper middle income",NA,"Costa Rica","Population, total","SP.POP.TOTL",NA,4795396
"Costa Rica","CRI",NA,NA,2015,0.000394767558595743,"Latin America & Caribbean","Upper middle income",NA,"Costa Rica","Population, total","SP.POP.TOTL",NA,4847804
"Costa Rica","CRI",NA,NA,2016,0.000434748823727731,"Latin America & Caribbean","Upper middle income",NA,"Costa Rica","Population, total","SP.POP.TOTL",NA,4899345
"Costa Rica","CRI",NA,NA,2017,0.000471861726758192,"Latin America & Caribbean","Upper middle income",NA,"Costa Rica","Population, total","SP.POP.TOTL",NA,4949954
"Costa Rica","CRI",NA,NA,2018,0.000483872849575494,"Latin America & Caribbean","Upper middle income",NA,"Costa Rica","Population, total","SP.POP.TOTL",NA,4999441
"Costa Rica","CRI",NA,NA,2019,0.000534132638097038,"Latin America & Caribbean","Upper middle income",NA,"Costa Rica","Population, total","SP.POP.TOTL",NA,5047561
"Caribbean small states","CSS",NA,NA,2000,0.0000524044852308508,NA,NA,NA,"Caribbean small states","Population, total","SP.POP.TOTL",NA,6513489
"Caribbean small states","CSS",NA,NA,2001,0.0000879401943924278,NA,NA,NA,"Caribbean small states","Population, total","SP.POP.TOTL",NA,6559094
"Caribbean small states","CSS",NA,NA,2002,0.000123718475465599,NA,NA,NA,"Caribbean small states","Population, total","SP.POP.TOTL",NA,6604961
"Caribbean small states","CSS",NA,NA,2003,0.000156055742342683,NA,NA,NA,"Caribbean small states","Population, total","SP.POP.TOTL",NA,6650970
"Caribbean small states","CSS",NA,NA,2004,0.000175111047597377,NA,NA,NA,"Caribbean small states","Population, total","SP.POP.TOTL",NA,6696953
"Caribbean small states","CSS",NA,NA,2005,0.000201122073017057,NA,NA,NA,"Caribbean small states","Population, total","SP.POP.TOTL",NA,6742709
"Caribbean small states","CSS",NA,NA,2006,0.000229533215150849,NA,NA,NA,"Caribbean small states","Population, total","SP.POP.TOTL",NA,6788114
"Caribbean small states","CSS",NA,NA,2007,0.000250841699174365,NA,NA,NA,"Caribbean small states","Population, total","SP.POP.TOTL",NA,6833384
"Caribbean small states","CSS",NA,NA,2008,0.000281673331582876,NA,NA,NA,"Caribbean small states","Population, total","SP.POP.TOTL",NA,6878970
"Caribbean small states","CSS",NA,NA,2009,0.000321495711026546,NA,NA,NA,"Caribbean small states","Population, total","SP.POP.TOTL",NA,6925454
"Caribbean small states","CSS",NA,NA,2010,0.000356535130326292,NA,NA,NA,"Caribbean small states","Population, total","SP.POP.TOTL",NA,6973196
"Caribbean small states","CSS",NA,NA,2011,0.000422587208036146,NA,NA,NA,"Caribbean small states","Population, total","SP.POP.TOTL",NA,7022380
"Caribbean small states","CSS",NA,NA,2012,0.000424154301119985,NA,NA,NA,"Caribbean small states","Population, total","SP.POP.TOTL",NA,7072661
"Caribbean small states","CSS",NA,NA,2013,0.000449774765011365,NA,NA,NA,"Caribbean small states","Population, total","SP.POP.TOTL",NA,7123333
"Caribbean small states","CSS",NA,NA,2014,0.000477954029083286,NA,NA,NA,"Caribbean small states","Population, total","SP.POP.TOTL",NA,7173442
"Caribbean small states","CSS",NA,NA,2015,0.000494952020844905,NA,NA,NA,"Caribbean small states","Population, total","SP.POP.TOTL",NA,7222206
"Caribbean small states","CSS",NA,NA,2016,0.000518482152888553,NA,NA,NA,"Caribbean small states","Population, total","SP.POP.TOTL",NA,7269385
"Caribbean small states","CSS",NA,NA,2017,0.000579859721727048,NA,NA,NA,"Caribbean small states","Population, total","SP.POP.TOTL",NA,7314986
"Caribbean small states","CSS",NA,NA,2018,0,NA,NA,NA,"Caribbean small states","Population, total","SP.POP.TOTL",NA,7358958
"Caribbean small states","CSS",NA,NA,2019,0,NA,NA,NA,"Caribbean small states","Population, total","SP.POP.TOTL",NA,7401383
"Cuba","CUB",NA,NA,2000,0.00000984805734282234,"Latin America & Caribbean","Upper middle income",NA,"Cuba","Population, total","SP.POP.TOTL",NA,11126430
"Cuba","CUB",NA,NA,2001,0.0000194635248081832,"Latin America & Caribbean","Upper middle income",NA,"Cuba","Population, total","SP.POP.TOTL",NA,11164667
"Cuba","CUB",NA,NA,2002,0.0000673216954021982,"Latin America & Caribbean","Upper middle income",NA,"Cuba","Population, total","SP.POP.TOTL",NA,11199651
"Cuba","CUB",NA,NA,2003,0.0000926578389385427,"Latin America & Caribbean","Upper middle income",NA,"Cuba","Population, total","SP.POP.TOTL",NA,11229183
"Cuba","CUB",NA,NA,2004,0.000147076324265021,"Latin America & Caribbean","Upper middle income",NA,"Cuba","Population, total","SP.POP.TOTL",NA,11250365
"Cuba","CUB",NA,NA,2005,0.000168412506156017,"Latin America & Caribbean","Upper middle income",NA,"Cuba","Population, total","SP.POP.TOTL",NA,11261582
"Cuba","CUB",NA,NA,2006,0.000190620503755294,"Latin America & Caribbean","Upper middle income",NA,"Cuba","Population, total","SP.POP.TOTL",NA,11261248
"Cuba","CUB",NA,NA,2007,0.000197065632212167,"Latin America & Caribbean","Upper middle income",NA,"Cuba","Population, total","SP.POP.TOTL",NA,11251122
"Cuba","CUB",NA,NA,2008,0.000215193068658928,"Latin America & Caribbean","Upper middle income",NA,"Cuba","Population, total","SP.POP.TOTL",NA,11236971
"Cuba","CUB",NA,NA,2009,0.000235217475853406,"Latin America & Caribbean","Upper middle income",NA,"Cuba","Population, total","SP.POP.TOTL",NA,11226709
"Cuba","CUB",NA,NA,2010,0.000257864836254789,"Latin America & Caribbean","Upper middle income",NA,"Cuba","Population, total","SP.POP.TOTL",NA,11225832
"Cuba","CUB",NA,NA,2011,0.000257010728983754,"Latin America & Caribbean","Upper middle income",NA,"Cuba","Population, total","SP.POP.TOTL",NA,11236670
"Cuba","CUB",NA,NA,2012,0.000336802982193869,"Latin America & Caribbean","Upper middle income",NA,"Cuba","Population, total","SP.POP.TOTL",NA,11257101
"Cuba","CUB",NA,NA,2013,0.000439529089610697,"Latin America & Caribbean","Upper middle income",NA,"Cuba","Population, total","SP.POP.TOTL",NA,11282720
"Cuba","CUB",NA,NA,2014,0.000453106175255052,"Latin America & Caribbean","Upper middle income",NA,"Cuba","Population, total","SP.POP.TOTL",NA,11306902
"Cuba","CUB",NA,NA,2015,0.000575655112451705,"Latin America & Caribbean","Upper middle income",NA,"Cuba","Population, total","SP.POP.TOTL",NA,11324781
"Cuba","CUB",NA,NA,2016,0.000656179361380546,"Latin America & Caribbean","Upper middle income",NA,"Cuba","Population, total","SP.POP.TOTL",NA,11335109
"Cuba","CUB",NA,NA,2017,0.000862979699834591,"Latin America & Caribbean","Upper middle income",NA,"Cuba","Population, total","SP.POP.TOTL",NA,11339259
"Cuba","CUB",NA,NA,2018,0.000936063977240231,"Latin America & Caribbean","Upper middle income",NA,"Cuba","Population, total","SP.POP.TOTL",NA,11338138
"Cuba","CUB",NA,NA,2019,0.000913281199828072,"Latin America & Caribbean","Upper middle income",NA,"Cuba","Population, total","SP.POP.TOTL",NA,11333483
"Curacao","CUW",NA,NA,2000,0,"Latin America & Caribbean","High income",NA,"Curaçao","Population, total","SP.POP.TOTL",NA,133860
"Curacao","CUW",NA,NA,2001,0,"Latin America & Caribbean","High income",NA,"Curaçao","Population, total","SP.POP.TOTL",NA,129047
"Curacao","CUW",NA,NA,2002,0,"Latin America & Caribbean","High income",NA,"Curaçao","Population, total","SP.POP.TOTL",NA,129205
"Curacao","CUW",NA,NA,2003,0,"Latin America & Caribbean","High income",NA,"Curaçao","Population, total","SP.POP.TOTL",NA,131897
"Curacao","CUW",NA,NA,2004,0,"Latin America & Caribbean","High income",NA,"Curaçao","Population, total","SP.POP.TOTL",NA,134192
"Curacao","CUW",NA,NA,2005,0,"Latin America & Caribbean","High income",NA,"Curaçao","Population, total","SP.POP.TOTL",NA,137658
"Curacao","CUW",NA,NA,2006,0,"Latin America & Caribbean","High income",NA,"Curaçao","Population, total","SP.POP.TOTL",NA,141239
"Curacao","CUW",NA,NA,2007,0,"Latin America & Caribbean","High income",NA,"Curaçao","Population, total","SP.POP.TOTL",NA,144056
"Curacao","CUW",NA,NA,2008,0,"Latin America & Caribbean","High income",NA,"Curaçao","Population, total","SP.POP.TOTL",NA,145880
"Curacao","CUW",NA,NA,2009,0,"Latin America & Caribbean","High income",NA,"Curaçao","Population, total","SP.POP.TOTL",NA,146833
"Curacao","CUW",NA,NA,2010,0,"Latin America & Caribbean","High income",NA,"Curaçao","Population, total","SP.POP.TOTL",NA,148703
"Curacao","CUW",NA,NA,2011,0,"Latin America & Caribbean","High income",NA,"Curaçao","Population, total","SP.POP.TOTL",NA,150831
"Curacao","CUW",NA,NA,2012,0,"Latin America & Caribbean","High income",NA,"Curaçao","Population, total","SP.POP.TOTL",NA,152088
"Curacao","CUW",NA,NA,2013,0,"Latin America & Caribbean","High income",NA,"Curaçao","Population, total","SP.POP.TOTL",NA,153822
"Curacao","CUW",NA,NA,2014,0,"Latin America & Caribbean","High income",NA,"Curaçao","Population, total","SP.POP.TOTL",NA,155909
"Curacao","CUW",NA,NA,2015,0,"Latin America & Caribbean","High income",NA,"Curaçao","Population, total","SP.POP.TOTL",NA,157980
"Curacao","CUW",NA,NA,2016,0.0000133023767569286,"Latin America & Caribbean","High income",NA,"Curaçao","Population, total","SP.POP.TOTL",NA,159664
"Curacao","CUW",NA,NA,2017,0.0000145320596623738,"Latin America & Caribbean","High income",NA,"Curaçao","Population, total","SP.POP.TOTL",NA,160175
"Curacao","CUW",NA,NA,2018,0,"Latin America & Caribbean","High income",NA,"Curaçao","Population, total","SP.POP.TOTL",NA,159336
"Curacao","CUW",NA,NA,2019,0,"Latin America & Caribbean","High income",NA,"Curaçao","Population, total","SP.POP.TOTL",NA,157441
"Cayman Islands","CYM",NA,NA,2000,0,"Latin America & Caribbean","High income",NA,"Cayman Islands","Population, total","SP.POP.TOTL",NA,42303
"Cayman Islands","CYM",NA,NA,2001,0,"Latin America & Caribbean","High income",NA,"Cayman Islands","Population, total","SP.POP.TOTL",NA,43935
"Cayman Islands","CYM",NA,NA,2002,0,"Latin America & Caribbean","High income",NA,"Cayman Islands","Population, total","SP.POP.TOTL",NA,45351
"Cayman Islands","CYM",NA,NA,2003,0,"Latin America & Caribbean","High income",NA,"Cayman Islands","Population, total","SP.POP.TOTL",NA,46632
"Cayman Islands","CYM",NA,NA,2004,0,"Latin America & Caribbean","High income",NA,"Cayman Islands","Population, total","SP.POP.TOTL",NA,47902
"Cayman Islands","CYM",NA,NA,2005,0.00000287727909821116,"Latin America & Caribbean","High income",NA,"Cayman Islands","Population, total","SP.POP.TOTL",NA,49261
"Cayman Islands","CYM",NA,NA,2006,0.00000342487625727687,"Latin America & Caribbean","High income",NA,"Cayman Islands","Population, total","SP.POP.TOTL",NA,50740
"Cayman Islands","CYM",NA,NA,2007,0.00000407323501433763,"Latin America & Caribbean","High income",NA,"Cayman Islands","Population, total","SP.POP.TOTL",NA,52280
